Ticker,Date,Time,Open,High,Low,Close
NIFTY,20210201,09:08,13758.6,13758.6,13758.6,13758.6
NIFTY,20210201,09:16,13766.05,13773.8,13725.65,13734.6
NIFTY,20210201,09:17,13736.5,13749.3,13732.15,13748.1
NIFTY,20210201,09:18,13745.9,13759.9,13742.75,13756.15
NIFTY,20210201,09:19,13756.95,13765.95,13745.05,13752.2
NIFTY,20210201,09:20,13753.05,13757.5,13734,13739.05
NIFTY,20210201,09:21,13737.95,13737.95,13696,13710.2
NIFTY,20210201,09:22,13709.75,13717.2,13693.55,13706.2
NIFTY,20210201,09:23,13707,13728.2,13703.3,13720.25
NIFTY,20210201,09:24,13719.55,13740.2,13719.55,13729.4
NIFTY,20210201,09:25,13729.6,13739.25,13718.05,13727
NIFTY,20210201,09:26,13728.55,13737,13724.6,13727.3
NIFTY,20210201,09:27,13727.85,13736.15,13722.6,13730.2
NIFTY,20210201,09:28,13729.65,13741.55,13723.8,13737.5
NIFTY,20210201,09:29,13738.35,13739.2,13732.35,13732.35
NIFTY,20210201,09:30,13730.65,13733,13711.1,13711.1
NIFTY,20210201,09:31,13709.6,13725,13709.5,13716.05
NIFTY,20210201,09:32,13715.3,13715.3,13692.35,13695.3
NIFTY,20210201,09:33,13693.85,13695.15,13679.1,13689.25
NIFTY,20210201,09:34,13691.25,13698.6,13678.85,13698.6
NIFTY,20210201,09:35,13697.25,13709.8,13697.25,13706
NIFTY,20210201,09:36,13704.95,13708.65,13694,13699.3
NIFTY,20210201,09:37,13698.05,13712.35,13698.05,13704.55
NIFTY,20210201,09:38,13704.85,13704.85,13685.7,13693.5
NIFTY,20210201,09:39,13693.25,13699,13685.1,13689.65
NIFTY,20210201,09:40,13687.55,13689.3,13679.6,13681.25
NIFTY,20210201,09:41,13683.45,13683.45,13670.55,13682.3
NIFTY,20210201,09:42,13681.65,13685.25,13670.4,13673.7
NIFTY,20210201,09:43,13674.7,13688,13668.3,13687.2
NIFTY,20210201,09:44,13686.05,13690,13679.2,13684.1
NIFTY,20210201,09:45,13683.6,13688.55,13676.2,13683.2
NIFTY,20210201,09:46,13682.1,13683.2,13665.95,13667.35
NIFTY,20210201,09:47,13667.05,13675.9,13667.05,13671
NIFTY,20210201,09:48,13671.25,13672.75,13661.75,13663.85
NIFTY,20210201,09:49,13664.55,13675.45,13664.55,13673.6
NIFTY,20210201,09:50,13673.3,13687.95,13673.3,13682.65
NIFTY,20210201,09:51,13682.8,13698.05,13682.05,13692.95
NIFTY,20210201,09:52,13692.85,13699.95,13692.85,13698.8
NIFTY,20210201,09:53,13697.9,13699.45,13691.75,13694.85
NIFTY,20210201,09:54,13695.75,13706.55,13694.3,13703.1
NIFTY,20210201,09:55,13702.8,13715.45,13701.9,13712.6
NIFTY,20210201,09:56,13713.5,13717.85,13711.35,13714.45
NIFTY,20210201,09:57,13712.4,13714.45,13702.45,13703.55
NIFTY,20210201,09:58,13702.8,13721.7,13701.8,13719.65
NIFTY,20210201,09:59,13719.7,13723.8,13717.85,13720.8
NIFTY,20210201,10:00,13720.05,13726.85,13717.7,13726.85
NIFTY,20210201,10:01,13726.95,13731.6,13726.85,13727.4
NIFTY,20210201,10:02,13727.15,13727.65,13717.65,13721.1
NIFTY,20210201,10:03,13721,13721,13715.4,13718.85
NIFTY,20210201,10:04,13718.45,13732.2,13718.45,13731.25
NIFTY,20210201,10:05,13731.45,13741.2,13731.45,13734.75
NIFTY,20210201,10:06,13735.65,13743.55,13735.35,13737.1
NIFTY,20210201,10:07,13737.8,13742.85,13736.2,13738.4
NIFTY,20210201,10:08,13738.15,13743.9,13735,13742.2
NIFTY,20210201,10:09,13742.4,13756.7,13741.2,13754.85
NIFTY,20210201,10:10,13754.7,13754.7,13746.8,13752.8
NIFTY,20210201,10:11,13752.6,13752.65,13747.7,13749.15
NIFTY,20210201,10:12,13749.75,13756.6,13748.25,13748.7
NIFTY,20210201,10:13,13747.85,13750,13741.85,13744.45
NIFTY,20210201,10:14,13744,13744.65,13737.7,13741.1
NIFTY,20210201,10:15,13741.5,13750.45,13739.9,13746.65
NIFTY,20210201,10:16,13747.3,13755.8,13745.2,13753.35
NIFTY,20210201,10:17,13753.85,13753.85,13742.5,13747
NIFTY,20210201,10:18,13747.25,13754.2,13746.1,13751.75
NIFTY,20210201,10:19,13752.45,13753.7,13743.55,13745.15
NIFTY,20210201,10:20,13745.35,13746.9,13744.5,13746.05
NIFTY,20210201,10:21,13745.95,13748.2,13736.25,13736.25
NIFTY,20210201,10:22,13735.45,13742.85,13735.35,13742.65
NIFTY,20210201,10:23,13742.7,13746.5,13742.55,13745.8
NIFTY,20210201,10:24,13746.4,13750.75,13745.8,13750.1
NIFTY,20210201,10:25,13750.4,13750.4,13742.7,13749
NIFTY,20210201,10:26,13747.9,13753.3,13746.9,13747
NIFTY,20210201,10:27,13747.05,13754.6,13742.75,13754.6
NIFTY,20210201,10:28,13754.75,13762.25,13753.1,13755.75
NIFTY,20210201,10:29,13755.7,13755.7,13739.35,13739.35
NIFTY,20210201,10:30,13740.5,13742.5,13729.35,13729.35
NIFTY,20210201,10:31,13730.4,13732,13721.85,13723.95
NIFTY,20210201,10:32,13724.2,13740.75,13723.9,13740.55
NIFTY,20210201,10:33,13740.7,13743.3,13739.5,13741.05
NIFTY,20210201,10:34,13741.1,13741.1,13732.95,13734.25
NIFTY,20210201,10:35,13734.55,13739.1,13731.45,13737.75
NIFTY,20210201,10:36,13739.3,13744.7,13731.05,13741.35
NIFTY,20210201,10:37,13741.1,13744.1,13738.7,13742.95
NIFTY,20210201,10:38,13742.2,13743,13737.1,13737.85
NIFTY,20210201,10:39,13737.55,13744.75,13737.15,13743.55
NIFTY,20210201,10:40,13743,13752.35,13742.45,13747.1
